STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
ANDHRA PRADESH,KHAMMAM,2014,98,96,18,205,152,519,0
ANDHRA PRADESH,KRISHNA,2014,43,35,14,297,130,402,0
ANDHRA PRADESH,KURNOOL,2014,31,73,17,398,365,239,0
ANDHRA PRADESH,MAHABOOBNAGAR,2014,74,101,24,215,75,299,0
ANDHRA PRADESH,MEDAK,2014,46,51,27,118,58,368,0
ANDHRA PRADESH,NALGONDA,2014,77,75,41,254,205,364,0
ANDHRA PRADESH,NELLORE,2014,32,48,3,287,128,305,0
ANDHRA PRADESH,NIZAMABAD,2014,27,41,19,79,75,518,0
ANDHRA PRADESH,PRAKASHAM,2014,27,44,14,197,51,248,0
ANDHRA PRADESH,RANGA REDDY,2014,26,20,20,44,25,108,0
ANDHRA PRADESH,SECUNDERABAD RLY.,2014,0,0,0,3,0,0,0
ANDHRA PRADESH,SRIKAKULAM,2014,21,20,6,67,44,211,0
ANDHRA PRADESH,VIJAYAWADA CITY,2014,23,53,17,177,198,433,0
ANDHRA PRADESH,VIJAYAWADA RLY.,2014,0,0,0,0,0,0,0
ANDHRA PRADESH,VISAKHA RURAL,2014,14,7,8,57,56,167,0
ANDHRA PRADESH,VISAKHAPATNAM,2014,39,26,13,95,54,481,0
ANDHRA PRADESH,VIZIANAGARAM,2014,13,12,8,103,105,297,0
ANDHRA PRADESH,WARANGAL,2014,70,130,49,234,25,432,0
ANDHRA PRADESH,WEST GODAVARI,2014,114,89,14,384,196,729,0
ANDHRA PRADESH,TOTAL,2014,1188,1526,546,5147,3520,11297,0
ARUNACHAL PRADESH,ANJAW,2014,0,0,0,0,0,0,0
ARUNACHAL PRADESH,CHANGLANG,2014,8,6,0,3,0,4,0
ARUNACHAL PRADESH,DIBANG VALLEY,2014,3,4,0,2,0,1,0
ARUNACHAL PRADESH,K/KUMEY,2014,5,0,0,0,0,0,0
ARUNACHAL PRADESH,KAMENG EAST,2014,3,3,0,1,0,0,0
ARUNACHAL PRADESH,KAMENG WEST,2014,1,0,0,5,0,1,0
ARUNACHAL PRADESH,LOHIT,2014,8,2,0,5,0,0,0
ARUNACHAL PRADESH,PAPUM PARE,2014,11,3,0,10,6,1,0
ARUNACHAL PRADESH,SIANG EAST,2014,9,3,0,6,0,1,0
ARUNACHAL PRADESH,SIANG UPPER,2014,2,0,0,1,0,0,0
ARUNACHAL PRADESH,SIANG WEST,2014,5,4,0,6,0,4,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2014,2,1,0,8,0,0,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2014,1,1,0,5,0,1,0
ARUNACHAL PRADESH,TAWANG,2014,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TIRAP,2014,1,1,0,6,0,0,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2014,0,0,0,0,0,0,0
ARUNACHAL PRADESH,TOTAL,2014,59,28,0,58,6,13,0
ASSAM,BARPETA,2014,123,98,29,130,0,206,0
ASSAM,BASKA,2014,18,23,3,8,0,25,0
ASSAM,BONGAIGAON,2014,54,53,4,5,0,118,0
ASSAM,C.I.D.,2014,0,0,0,0,0,0,0
ASSAM,CACHAR,2014,70,131,23,29,1,479,0
ASSAM,CHIRANG,2014,35,51,1,1,0,51,0
ASSAM,DARRANG,2014,80,96,7,139,0,236,0
ASSAM,DHEMAJI,2014,62,63,1,42,0,110,0
ASSAM,DHUBRI,2014,150,147,20,154,2,375,0
ASSAM,DIBRUGARH,2014,46,6,3,44,0,92,0
ASSAM,G.R.P.,2014,0,0,0,0,0,0,0
ASSAM,GOALPARA,2014,90,89,2,2,0,252,0
ASSAM,GOLAGHAT,2014,35,97,0,46,0,108,0
ASSAM,GUWAHATI CITY,2014,54,231,9,162,0,321,0
ASSAM,HAILAKANDI,2014,45,44,8,12,0,81,0
ASSAM,JORHAT,2014,36,40,1,53,0,116,0
ASSAM,KAMRUP,2014,57,108,3,35,0,108,0
ASSAM,KARBI ANGLONG,2014,17,14,0,9,0,23,0
ASSAM,KARIMGANJ,2014,26,36,12,9,0,106,1
ASSAM,KOKRAJHAR,2014,44,35,1,26,0,70,0
ASSAM,LAKHIMPUR,2014,54,97,3,42,0,187,0
ASSAM,MORIGAON,2014,88,69,3,60,0,98,0
ASSAM,N.C.HILLS,2014,3,6,0,4,0,3,0
ASSAM,NAGAON,2014,162,221,12,134,7,655,0
ASSAM,NALBARI,2014,31,48,6,76,0,73,0
ASSAM,R.P.O.,2014,7,0,0,0,0,0,0
ASSAM,SIBSAGAR,2014,71,0,4,52,0,149,0
ASSAM,SONITPUR,2014,89,169,11,38,0,246,0
ASSAM,TINSUKIA,2014,58,87,2,8,0,62,0
ASSAM,UDALGURI,2014,26,33,2,22,0,48,0
ASSAM,TOTAL,2014,1631,2092,170,1342,10,4398,1
BIHAR,ARARIA,2014,28,50,21,4,0,18,0
BIHAR,ARWAL,2014,2,10,10,9,0,6,0
BIHAR,AURANGABAD,2014,19,53,37,16,0,46,0
BIHAR,BAGAHA,2014,8,34,14,44,0,13,0
BIHAR,BANKA,2014,31,45,19,4,1,24,0
BIHAR,BEGUSARAI,2014,12,39,46,10,0,47,2
BIHAR,BETTIAH,2014,22,76,37,3,0,38,0
BIHAR,BHABHUA,2014,4,25,19,0,0,16,0
BIHAR,BHAGALPUR,2014,28,44,15,2,0,47,0
BIHAR,BHOJPUR,2014,11,37,54,0,2,275,0
BIHAR,BUXAR,2014,14,45,26,17,0,50,0
BIHAR,DARBHANGA,2014,27,77,33,10,0,247,0
BIHAR,GAYA,2014,20,66,46,12,0,106,5
BIHAR,GOPALGANJ,2014,37,71,42,39,0,127,0
BIHAR,JAMALPUR RLY.,2014,1,0,0,2,0,0,0
BIHAR,JAMUI,2014,15,21,17,7,0,56,0
BIHAR,JEHANABAD,2014,8,9,43,11,0,42,0
BIHAR,KATIHAR,2014,120,41,17,5,0,55,0
BIHAR,KATIHAR RLY.,2014,1,0,0,2,0,0,0
BIHAR,KHAGARIA,2014,8,28,23,37,0,7,1
BIHAR,KISHANGANJ,2014,33,30,6,0,0,32,0
BIHAR,LAKHISARAI,2014,15,16,13,25,5,25,0
BIHAR,MADHEPURA,2014,11,28,19,4,0,11,0
BIHAR,MADHUBANI,2014,19,78,31,20,0,71,0
BIHAR,MOTIHARI,2014,31,117,49,6,0,41,0
BIHAR,MUNGER,2014,12,48,12,0,0,54,0
BIHAR,MUZAFFARPUR,2014,55,111,77,13,0,109,0
BIHAR,MUZAFFARPUR RLY.,2014,3,1,1,5,0,0,0
BIHAR,NALANDA,2014,33,67,74,88,0,33,0
BIHAR,NAUGACHIA,2014,6,31,9,56,0,13,0
BIHAR,NAWADAH,2014,14,34,21,6,1,60,0
BIHAR,PATNA,2014,46,167,95,21,0,341,0
BIHAR,PATNA RLY.,2014,0,7,3,17,0,0,0
BIHAR,PURNEA,2014,49,25,20,35,3,76,0
BIHAR,ROHTAS,2014,18,11,41,38,0,57,23
BIHAR,SAHARSA,2014,28,9,11,36,0,15,0
BIHAR,SAMASTIPUR,2014,26,27,68,21,0,64,0
BIHAR,SARAN,2014,11,73,57,20,0,132,0
BIHAR,SHEIKHPURA,2014,6,9,8,0,0,14,0
BIHAR,SHEOHAR,2014,4,16,7,6,0,12,0
BIHAR,SITAMARHI,2014,8,81,27,20,0,14,0
BIHAR,SIWAN,2014,14,72,42,6,0,25,0
BIHAR,SUPAUL,2014,26,29,12,21,0,30,0
BIHAR,VAISHALI,2014,45,128,73,28,0,83,0
BIHAR,TOTAL,2014,929,1986,1295,726,12,2532,31
CHHATTISGARH,BALRAMPUR,2014,43,10,2,40,26,0,0
CHHATTISGARH,BILASPUR,2014,59,32,30,175,17,131,0
CHHATTISGARH,BIZAPUR,2014,10,0,0,1,0,3,0
CHHATTISGARH,DANTEWARA,2014,14,5,0,14,0,5,0
CHHATTISGARH,DHAMTARI,2014,24,7,1,64,3,15,0
CHHATTISGARH,DURG,2014,109,17,8,223,20,124,0
CHHATTISGARH,GRP RAIPUR,2014,0,1,0,1,0,1,0
CHHATTISGARH,JAGDALPUR,2014,60,15,0,36,1,17,0
CHHATTISGARH,JANJGIR,2014,25,11,12,97,10,96,0
CHHATTISGARH,JASHPUR,2014,64,24,3,57,2,25,0
CHHATTISGARH,KABIRDHAM,2014,20,0,1,55,6,29,0
CHHATTISGARH,KANKER,2014,22,4,2,28,2,16,0
CHHATTISGARH,KORBA,2014,35,4,9,82,8,52,0
CHHATTISGARH,KORIYA,2014,70,8,4,83,11,58,0
CHHATTISGARH,MAHASAMUND,2014,28,4,8,60,4,17,0
CHHATTISGARH,NARAYANPUR,2014,1,0,1,4,0,0,0
CHHATTISGARH,RAIGARH,2014,43,18,9,73,4,36,0
CHHATTISGARH,RAIPUR,2014,145,35,26,260,32,120,0
CHHATTISGARH,RAJNANDGAON,2014,47,12,8,78,5,59,0
CHHATTISGARH,SARGUJA,2014,81,15,1,86,0,45,0
CHHATTISGARH,SURAJPUR,2014,76,7,3,81,1,44,0
CHHATTISGARH,TOTAL,2014,976,229,128,1598,152,893,0
GOA,NORTH GOA,2014,31,10,1,17,5,12,0
GOA,SOUTH GOA,2014,16,12,2,20,5,9,0
GOA,TOTAL,2014,47,22,3,37,10,21,0
GUJARAT,AHMEDABAD COMMR.,2014,63,132,5,74,18,1169,0
GUJARAT,AHMEDABAD RURAL,2014,9,38,1,17,0,131,0
GUJARAT,AHWA-DANG,2014,3,0,0,2,0,4,0
GUJARAT,AMRELI,2014,8,50,1,21,4,131,0
GUJARAT,ANAND,2014,13,35,0,29,3,231,0
GUJARAT,BHARUCH,2014,18,25,0,22,3,113,0
GUJARAT,BHAVNAGAR,2014,9,64,0,41,42,157,0
GUJARAT,DAHOD,2014,10,40,0,22,0,50,0
GUJARAT,GANDHINAGAR,2014,7,28,0,10,3,174,0
GUJARAT,HIMATNAGAR,2014,15,35,0,23,0,208,0
GUJARAT,JAMNAGAR,2014,17,20,1,18,3,241,0
GUJARAT,JUNAGADH,2014,14,60,1,48,10,473,0
GUJARAT,KHEDA NORTH,2014,15,31,0,27,0,102,0
GUJARAT,KUTCH,2014,10,34,0,27,2,242,0
GUJARAT,MEHSANA,2014,10,50,0,23,1,154,0
GUJARAT,NARMADA,2014,6,3,0,6,0,10,0
GUJARAT,NAVSARI,2014,4,1,0,0,1,31,0
GUJARAT,PALANPUR,2014,26,87,0,55,1,217,0
GUJARAT,PANCHMAHAL,2014,15,51,0,27,3,147,0
GUJARAT,PATAN,2014,19,20,0,43,0,136,0
GUJARAT,PORBANDAR,2014,3,17,0,2,2,53,0
GUJARAT,RAJKOT COMMR.,2014,8,38,1,19,8,271,0
GUJARAT,RAJKOT RURAL,2014,28,52,5,32,3,279,0
GUJARAT,SURAT COMMR.,2014,28,74,9,34,2,351,0
GUJARAT,SURAT RURAL,2014,10,12,0,4,0,21,0
GUJARAT,SURENDRANAGAR,2014,18,54,0,39,3,120,0
GUJARAT,TAPI,2014,7,4,0,0,0,7,0
GUJARAT,VADODARA COMMR.,2014,6,28,0,17,0,178,0
GUJARAT,VADODARA RURAL,2014,23,66,0,35,0,75,0
GUJARAT,VALSAD,2014,10,12,0,5,0,27,0
GUJARAT,W.RLY,2014,1,1,0,5,2,3,0
GUJARAT,TOTAL,2014,433,1162,24,727,114,5506,0
HARYANA,AMBALA,2014,28,16,14,18,17,155,0
HARYANA,BHIWANI,2014,37,53,17,37,21,88,0
HARYANA,FARIDABAD,2014,35,62,17,26,4,179,0
HARYANA,FATEHABAD,2014,9,34,12,10,7,80,0
HARYANA,GRP,2014,3,1,10,2,216,1,0
HARYANA,GURGAON,2014,29,42,24,21,40,128,0
HARYANA,HISSAR,2014,33,26,15,27,14,208,0
HARYANA,JHAJJAR,2014,20,15,13,20,20,78,0
HARYANA,JIND,2014,35,30,11,33,49,97,0
HARYANA,KAITHAL,2014,24,16,13,20,0,187,0
HARYANA,KARNAL,2014,48,40,17,32,21,225,0
HARYANA,KURUKSHETRA,2014,43,47,5,20,29,101,0
HARYANA,MAHENDRAGARH,2014,10,19,10,13,0,58,0
HARYANA,MEWAT,2014,16,12,5,11,3,181,0
HARYANA,PALWAL,2014,33,25,12,23,0,88,0
HARYANA,PANCHKULA,2014,18,10,1,12,0,72,0
HARYANA,PANIPAT,2014,45,31,19,26,44,117,0
HARYANA,REWARI,2014,19,29,14,19,20,55,0
HARYANA,ROHTAK,2014,36,30,18,30,38,113,0
HARYANA,SIRSA,2014,24,28,6,10,0,97,0
HARYANA,SONIPAT,2014,32,42,17,21,46,129,0
HARYANA,YAMUNANAGAR,2014,26,51,11,20,16,180,0
HARYANA,TOTAL,2014,603,659,281,451,605,2617,0
HIMACHAL PRADESH,BADDIPOLICEDIST,2014,2,1,0,5,0,9,0
HIMACHAL PRADESH,BILASPUR,2014,14,5,1,28,4,21,0
HIMACHAL PRADESH,CHAMBA,2014,20,15,0,29,0,14,0
HIMACHAL PRADESH,CID,2014,0,0,0,0,0,0,0
HIMACHAL PRADESH,G.R.P.,2014,0,0,0,0,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2014,9,14,0,22,5,30,0
HIMACHAL PRADESH,KANGRA,2014,23,22,0,49,5,49,0
HIMACHAL PRADESH,KINNAUR,2014,6,1,0,3,0,2,0
HIMACHAL PRADESH,KULLU,2014,24,10,0,23,1,16,0
HIMACHAL PRADESH,LAHAUL-SPITI,2014,1,0,0,0,2,2,0
HIMACHAL PRADESH,MANDI,2014,22,11,0,59,5,29,0
HIMACHAL PRADESH,SHIMLA,2014,28,22,0,32,5,39,0
HIMACHAL PRADESH,SIRMAUR,2014,15,9,0,34,2,28,0
HIMACHAL PRADESH,SOLAN,2014,8,6,0,13,2,15,0
HIMACHAL PRADESH,UNA,2014,11,6,0,21,6,30,0
HIMACHAL PRADESH,TOTAL,2014,183,122,1,318,37,284,0
JAMMU & KASHMIR,ANANTNAG,2014,8,81,0,84,38,4,0
JAMMU & KASHMIR,AWANTIPORA,2014,5,11,0,17,0,0,0
JAMMU & KASHMIR,BANDIPORA,2014,4,49,0,66,11,0,0
JAMMU & KASHMIR,BARAMULLA,2014,14,80,0,127,25,0,0
JAMMU & KASHMIR,BUDGAM,2014,10,71,0,105,34,1,0
JAMMU & KASHMIR,CRIME JAMMU,2014,0,0,0,0,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2014,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,2014,18,38,0,21,10,19,0
JAMMU & KASHMIR,GANDERBAL,2014,7,25,0,45,2,3,0
JAMMU & KASHMIR,HANDWARA,2014,5,16,0,46,5,0,0
JAMMU & KASHMIR,JAMMU,2014,29,66,10,29,59,62,0
JAMMU & KASHMIR,KARGIL,2014,1,1,0,1,0,0,0
JAMMU & KASHMIR,KATHUA,2014,9,23,1,16,8,4,0
JAMMU & KASHMIR,KISHTWAR,2014,3,23,0,3,5,5,0
JAMMU & KASHMIR,KULGAM,2014,9,50,0,73,9,0,0
JAMMU & KASHMIR,KUPWARA,2014,6,22,0,20,7,3,0
JAMMU & KASHMIR,LEH,2014,2,1,0,3,0,0,0
JAMMU & KASHMIR,POONCH,2014,12,19,0,29,1,17,0
JAMMU & KASHMIR,PULWAMA,2014,5,25,0,18,7,0,0
JAMMU & KASHMIR,RAILWAYS,2014,0,0,0,0,2,0,0
JAMMU & KASHMIR,RAILWAYS KMR,2014,0,0,0,2,0,0,0
JAMMU & KASHMIR,RAJOURI,2014,22,33,1,25,3,44,0
JAMMU & KASHMIR,RAMBAN,2014,12,15,0,8,6,0,0
JAMMU & KASHMIR,REASI,2014,9,13,0,10,7,0,0
JAMMU & KASHMIR,SAMBA,2014,6,7,0,4,4,5,0
JAMMU & KASHMIR,SHOPIAN,2014,5,41,0,48,5,0,0
JAMMU & KASHMIR,SRINAGAR,2014,21,106,0,165,118,27,0
JAMMU & KASHMIR,UDHAMPUR,2014,15,9,0,7,5,2,0
JAMMU & KASHMIR,TOTAL,2014,237,825,12,972,371,196,0
JHARKHAND,BOKARO,2014,18,33,16,2,0,77,0
JHARKHAND,CHAIBASA,2014,34,13,6,23,0,37,0
JHARKHAND,CHATRA,2014,16,20,11,0,0,7,0
JHARKHAND,DEOGHAR,2014,45,15,18,4,22,36,0
JHARKHAND,DHANBAD,2014,36,65,45,24,3,59,0
JHARKHAND,DHANBAD RLY.,2014,0,0,0,3,0,1,0
JHARKHAND,DUMKA,2014,61,21,5,2,0,56,0
JHARKHAND,GARHWA,2014,27,31,12,11,0,35,0
JHARKHAND,GIRIDIH,2014,28,0,45,37,51,3,0
JHARKHAND,GODDA,2014,24,29,7,20,0,30,0
JHARKHAND,GUMLA,2014,39,14,1,7,0,12,0
JHARKHAND,HAZARIBAGH,2014,33,48,32,9,0,9,0
JHARKHAND,JAMSHEDPUR,2014,46,40,8,33,4,78,1
JHARKHAND,JAMSHEDPUR RLY.,2014,1,3,0,1,0,2,0
JHARKHAND,JAMTARA,2014,21,0,10,14,0,14,0
JHARKHAND,KHUNTI,2014,4,5,0,2,0,6,1
JHARKHAND,KODERMA,2014,6,11,13,8,2,37,0
JHARKHAND,LATEHAR,2014,13,15,6,4,0,2,0
JHARKHAND,LOHARDAGGA,2014,20,5,1,5,0,14,0
JHARKHAND,PAKUR,2014,46,6,3,12,0,33,0
JHARKHAND,PALAMU,2014,37,40,18,18,0,34,0
JHARKHAND,RAMGARH,2014,16,18,12,5,0,20,0
JHARKHAND,RANCHI,2014,63,42,19,12,0,68,4
JHARKHAND,SAHEBGANJ,2014,45,27,4,16,1,33,0
JHARKHAND,SARAIKELA,2014,23,11,3,1,0,7,0
JHARKHAND,SIMDEGA,2014,17,5,0,3,0,0,0
JHARKHAND,TOTAL,2014,719,517,295,276,83,710,6
KARNATAKA,BAGALKOT,2014,8,9,7,59,0,58,0
KARNATAKA,BANGALORE COMMR.,2014,65,2,50,251,35,367,0
KARNATAKA,BANGALORE RURAL,2014,14,4,14,48,0,79,0
KARNATAKA,BELGAUM,2014,39,43,10,220,3,311,0
KARNATAKA,BELLARY,2014,11,19,7,66,0,75,0
KARNATAKA,BIDAR,2014,12,4,3,38,0,81,0
KARNATAKA,BIJAPUR,2014,19,23,0,73,0,139,0
KARNATAKA,CBPURA,2014,11,18,11,43,1,38,0
KARNATAKA,CHAMARAJNAGAR,2014,8,7,6,55,0,44,0
KARNATAKA,CHICKMAGALUR,2014,13,12,1,64,5,104,0
KARNATAKA,CHITRADURGA,2014,26,21,10,102,0,83,0
KARNATAKA,DAKSHIN KANNADA,2014,14,5,1,61,2,69,0
KARNATAKA,DAVANAGERE,2014,16,15,12,90,0,112,0
KARNATAKA,DHARWAD COMMR.,2014,6,9,5,12,1,52,0
KARNATAKA,DHARWAD RURAL,2014,4,1,3,29,0,31,0
KARNATAKA,GADAG,2014,4,7,0,44,0,34,0
KARNATAKA,GULBARGA,2014,32,41,8,68,0,170,0
KARNATAKA,HASSAN,2014,22,15,15,75,0,103,2
KARNATAKA,HAVERI,2014,5,0,3,50,0,47,0
KARNATAKA,K.G.F.,2014,9,0,4,10,0,18,0
KARNATAKA,KODAGU,2014,14,8,5,24,2,46,0
KARNATAKA,KOLAR,2014,10,8,11,17,2,18,0
KARNATAKA,KOPPAL,2014,14,13,5,32,0,57,0
KARNATAKA,MANDYA,2014,16,19,8,85,0,125,0
KARNATAKA,MYSORE COMMR.,2014,14,19,6,22,0,188,0
KARNATAKA,MYSORE RURAL,2014,21,9,18,89,0,114,0
KARNATAKA,RAICHUR,2014,21,18,9,85,4,141,0
KARNATAKA,RAILWAYS,2014,1,0,1,2,0,0,0
KARNATAKA,RAMANAGAR,2014,12,13,11,70,0,62,0
KARNATAKA,SHIMOGA,2014,15,27,5,137,3,255,0
KARNATAKA,TUMKUR,2014,19,6,13,85,0,79,0
KARNATAKA,UDUPI,2014,5,3,0,26,1,22,0
KARNATAKA,UTTAR KANNADA,2014,9,10,2,54,5,63,0
KARNATAKA,TOTAL,2014,509,408,264,2186,64,3185,2
KERALA,ALAPUZHA,2014,26,10,1,174,23,217,0
KERALA,ERNAKULAM COMMR.,2014,20,5,1,49,14,95,0
KERALA,ERNAKULAM RURAL,2014,26,10,0,130,24,161,0
KERALA,IDUKKI,2014,23,1,1,130,20,199,0
KERALA,KANNUR,2014,37,5,0,131,16,280,0
KERALA,KASARGOD,2014,47,3,0,77,6,190,0
KERALA,KOLLAM,2014,51,19,2,299,11,432,0
KERALA,KOTTAYAM,2014,28,8,0,162,34,192,0
KERALA,KOZHIKODE COMMR.,2014,18,3,2,66,40,167,0
KERALA,KOZHIKODE RURAL,2014,33,22,1,137,14,267,0
KERALA,MALAPPURAM,2014,35,10,0,141,33,545,0
KERALA,PALAKKAD,2014,49,7,3,105,30,315,0
KERALA,PATHANAMTHITTA,2014,24,10,0,156,19,120,0
KERALA,RAILWAYS,2014,0,0,0,11,6,0,0
KERALA,THRISSUR,2014,32,10,3,153,29,345,0
KERALA,TRIVANDRUM COMMR.,2014,40,13,1,175,43,106,0
KERALA,TRIVANDRUM RURAL,2014,57,32,3,382,18,279,0
KERALA,WAYANADU,2014,22,5,2,62,15,97,0
KERALA,TOTAL,2014,568,173,20,2540,395,4007,0
MADHYA PRADESH,ALIRAJPUR,2014,31,10,1,22,0,1,0
MADHYA PRADESH,ANUPPUR,2014,35,6,8,65,2,50,0
MADHYA PRADESH,ASHOK NAGAR,2014,38,5,6,79,3,45,0
MADHYA PRADESH,BALAGHAT,2014,62,8,7,96,4,37,0
MADHYA PRADESH,BARWANI,2014,31,5,3,53,7,11,0
MADHYA PRADESH,BETUL,2014,130,30,18,155,15,71,0
MADHYA PRADESH,BHIND,2014,23,24,38,57,13,67,0
MADHYA PRADESH,BHOPAL,2014,152,58,46,244,34,231,0
MADHYA PRADESH,BHOPAL RLY.,2014,3,1,2,12,2,0,0
MADHYA PRADESH,BURHANPUR,2014,14,3,12,47,5,21,0
MADHYA PRADESH,CHHATARPUR,2014,64,15,17,178,6,85,0
MADHYA PRADESH,CHHINDWARA,2014,138,27,18,252,36,160,0
MADHYA PRADESH,DAMOH,2014,39,17,23,147,0,70,0
MADHYA PRADESH,DATIYA,2014,20,17,13,69,0,32,0
MADHYA PRADESH,DEWAS,2014,59,9,7,154,20,142,0
MADHYA PRADESH,DHAR,2014,99,32,41,167,18,87,0
MADHYA PRADESH,DINDORI,2014,35,1,4,48,5,38,0
MADHYA PRADESH,GUNA,2014,54,8,11,124,14,38,0
MADHYA PRADESH,GWALIOR,2014,73,67,23,183,20,209,0
MADHYA PRADESH,HARDA,2014,19,4,3,36,7,5,0
MADHYA PRADESH,HOSHANGABAD,2014,59,23,10,114,21,101,0
